rate,Submissions,cost per response
12,108,0.53
10,81,0.616666667
12,36,0.22
16,171,0.703333333
16,108,0.526666667
16,81,0.42
16,99,0.486666667
16,9,0.883333333
12,9,0.246666667
12,9,0.366666667
12,9,0.17
12,9,0.203333333
12,9,0.133333333
12,9,0.24
12,9,0.123333333
12,9,0.166666667
12,9,0.206666667
12,9,0.263333333
8,9,0.12
10,9,0.233333333
12,9,0.08
12,9,0.236666667
10,9,0.413333333
12,9,0.27
10,9,0.323333333
12,18,0.136666667
10,9,0.24
10,9,0.183333333
12,9,0.196666667
10,9,0.126666667
10,9,0.166666667
10,27,0.143333333
12,18,0.19
10,9,0.046666667
10,9,0.063333333
10,9,0.32
10,9,0.133333333
10,9,0.18
10,9,0.12
10,9,0.153333333
10,9,0.103333333
12,9,0.113333333
12,9,0.106666667
12,9,0.1
16,9,0.216666667
10,9,0.096666667
10,9,0.206666667
10,9,0.103333333
12,9,0.25
12,18,0.186666667
10,18,0.096666667
10,45,0.15
10,9,0.056666667
10,9,0.136666667
10,9,0.176666667
10,18,0.173333333
10,18,0.173333333
10,9,0.05
10,9,0.056666667
16,9,0.106666667
16,9,0.113333333
12,9,0.156666667
12,9,0.223333333
12,9,0.186666667
12,9,0.063333333
6,18,0.363333333
10,9,0.046666667
6,9,0.15
10,27,0.176666667
12,9,0.153333333
2,9,0.633333333
6,9,0.066666667
6,9,0.12
6,9,0.06
6,9,0.153333333
10,9,0.093333333
6,9,0.19
6,9,0.07
6,9,0.033333333
12,9,0.16
12,9,0.063333333
12,9,0.186666667
12,18,0.23
12,9,0.133333333
10,18,0.156666667
10,45,0.103333333
10,18,0.07
10,18,0.083333333
10,45,0.11
10,36,0.103333333
10,45,0.086666667
10,27,0.12
10,36,0.12
10,9,0.066666667
10,54,0.136666667
12,45,0.103333333
10,18,0.073333333
10,27,0.13
10,54,0.083333333
10,45,0.086666667
2,9,0.116666667
10,9,0.176666667
6,9,0.06
10,9,0.056666667
6,198,0.12
10,63,0.163333333
6,108,0.136666667
10,36,0.156666667
10,63,0.136666667
10,27,0.123333333
10,27,0.123333333
10,27,0.203333333
10,45,0.193333333
10,18,0.083333333
10,72,0.103333333
10,27,0.066666667
10,54,0.123333333
10,27,0.106666667
10,18,0.12
10,81,0.11
10,45,0.156666667
10,153,0.123333333
6,99,0.136666667
10,18,0.203333333
10,72,0.133333333
10,54,0.08
10,18,0.18
10,36,0.1
12,36,0.253333333
12,9,0.103333333
12,9,0.11
12,18,0.14
12,18,0.213333333
10,9,0.136666667
12,9,0.093333333
12,9,0.196666667
6,9,0.053333333
12,63,0.11
12,72,0.193333333
12,108,0.146666667
12,99,0.143333333
12,99,0.103333333
12,54,0.2
12,207,0.143333333
10,9,0.003333333
12,63,0.273333333
12,135,0.106666667
12,135,0.206666667
12,27,0.156666667
12,45,0.13
12,81,0.156666667
10,9,0.893333333
10,9,0.306666667
12,117,0.153333333
12,54,0.123333333
12,117,0.18
12,45,0.15
12,81,0.13
12,27,0.136666667
10,36,0.113333333
12,18,0.133333333
6,9,0.316666667
6,9,0.116666667
6,9,0.193333333
10,9,0.036666667
10,9,0.123333333
12,9,0.183333333
10,18,0.2
10,9,0.1
10,9,0.136666667
10,9,0.15
12,18,0.16
10,36,0.263333333
10,9,0.246666667
10,9,0.156666667
12,18,0.11
10,27,0.193333333
10,18,0.17
8,36,0.053333333
6,9,0.096666667
6,9,0.076666667
6,9,0.133333333
8,9,0.066666667
6,162,0.116666667
10,9,0.256666667
16,9,0.11
12,18,0.18
10,9,0.146666667
10,9,0.11
10,18,0.116666667
10,18,0.076666667
10,9,0.213333333
16,9,0.26
10,9,0.203333333
10,18,0.123333333
10,9,0.106666667
10,18,0.18
10,27,0.543333333
16,117,0.586666667
16,99,0.356666667
10,9,0.156666667
16,18,0.506666667
16,9,0.35
10,9,0.223333333
12,18,0.386666667
10,9,0.376666667
12,9,0.29
2,18,0.29
6,45,0.066666667
6,18,0.086666667
6,9,0.056666667
6,90,0.116666667
6,117,0.123333333
6,126,0.136666667
6,99,0.16
10,9,0.09
10,9,0.103333333
10,18,0.183333333
10,9,0.053333333
12,9,0.24
12,9,0.216666667
12,9,0.486666667
16,9,0.41
12,9,0.513333333
16,9,0.006666667
12,18,0.066666667
12,9,0.043333333
12,36,0.073333333
12,9,0.053333333
14,18,0.063333333
12,9,0.056666667
14,18,0.06
14,9,0.066666667
14,9,0.073333333
6,9,0.033333333
12,9,0.096666667
12,9,0.223333333
16,9,0.233333333
16,9,0.16
16,18,0.283333333
16,18,0.163333333
12,18,0.196666667
12,18,0.133333333
12,9,0.136666667
12,18,0.173333333
12,9,0.06
12,9,0.186666667
12,9,0.116666667
12,27,0.063333333
10,9,0.053333333
12,36,0.06
12,9,0.043333333
12,9,0.113333333
12,18,0.153333333
12,9,0.013333333
12,9,0.05
16,18,0.336666667
12,9,0.113333333
10,9,0.18
12,18,0.176666667
10,9,0.203333333
16,9,0.163333333
10,9,0.096666667
16,9,0.14
10,9,0.06
16,9,0.03
10,9,0.103333333
10,18,0.15
10,9,0.113333333
16,9,0.38
2,9,0.11
6,9,0.17
6,9,0.173333333
6,9,0.16
2,9,0.07
10,9,0.08
10,9,0.24
6,9,0.436666667
10,18,0.373333333
10,18,0.21
10,9,0.083333333
10,9,0.266666667
6,9,0.186666667
6,18,0.096666667
6,18,0.233333333
6,9,0.21
10,9,0.343333333
16,54,0.056666667
12,18,0.236666667
6,9,0.136666667
12,9,0.286666667
12,9,0.256666667
10,9,0.276666667
10,9,0.343333333
10,9,0.34
12,9,0.103333333
10,18,0.276666667
10,36,0.283333333
10,27,0.093333333
10,9,0.116666667
10,27,0.363333333
10,9,0.156666667
10,9,0.08
16,9,0.01
10,9,0.06
16,36,0.073333333
16,54,0.063333333
16,36,0.036666667
12,9,0.03
18,27,0.1
18,18,0.026666667
16,18,0.126666667
16,9,0.083333333
16,45,0.103333333
6,9,0.05
16,63,0.123333333
16,54,0.036666667
12,18,0.12
12,9,0.293333333
12,18,0.41
12,18,0.243333333
10,9,0.053333333
6,9,0.17
6,9,0.076666667
12,9,0.136666667
14,9,0.04
14,27,0.073333333
10,9,0.203333333
10,9,0.113333333
12,36,0.153333333
12,72,0.136666667
12,126,0.12
12,18,0.203333333
12,36,0.103333333
12,90,0.156666667
12,72,0.143333333
12,63,0.173333333
12,45,0.17
12,126,0.146666667
12,27,0.146666667
12,45,0.103333333
12,72,0.166666667
12,126,0.233333333
12,90,0.136666667
12,45,0.116666667
12,90,0.193333333
12,135,0.156666667
12,108,0.113333333
10,27,0.14
12,27,0.123333333
12,54,0.106666667
12,162,0.17
12,99,0.153333333
12,63,0.093333333
12,63,0.166666667
12,27,0.196666667
12,99,0.163333333
12,27,0.073333333
12,180,0.176666667
12,117,0.146666667
12,9,0.123333333
12,9,0.17
12,54,0.106666667
12,144,0.15
12,135,0.13
12,72,0.19
12,45,0.093333333
12,36,0.146666667
10,117,0.14
12,36,0.14
12,45,0.126666667
12,99,0.156666667
12,126,0.156666667
12,108,0.216666667
12,99,0.13
12,9,0.12
2,9,0.07
2,9,0.076666667
6,9,0.273333333
12,72,0.14
12,108,0.113333333
12,81,0.123333333
12,54,0.136666667
12,126,0.21
12,162,0.146666667
12,90,0.113333333
12,27,0.1
12,54,0.153333333
12,135,0.16
12,18,0.2
10,9,0.13
12,9,0.143333333
12,9,0.176666667
10,9,0.106666667
6,18,0.193333333
6,9,0.433333333
6,9,0.136666667
6,9,0.193333333
6,9,0.093333333
10,9,0.15
12,9,0.276666667
12,9,0.33
12,9,0.17
12,18,0.2
10,9,0.17
12,9,0.116666667
10,9,0.07
16,9,0.186666667
14,9,0.07
14,9,0.076666667
12,9,0.093333333
10,9,0.013333333
8,27,0.033333333
8,90,0.063333333
8,36,0.056666667
10,81,0.05
10,9,0.126666667
12,18,0.323333333
12,9,0.19
12,9,0.17
12,18,0.21
12,9,0.26
12,45,0.203333333
12,18,0.143333333
12,9,0.206666667
12,9,0.173333333
12,9,0.186666667
12,9,0.23
12,9,0.166666667
12,18,0.233333333
10,9,0.396666667
6,9,0.266666667
12,9,0.173333333
12,9,0.12
10,18,0.123333333
10,18,0.17
10,18,0.196666667
12,9,0.203333333
12,18,0.183333333
12,9,0.053333333
8,18,0.126666667
8,81,0.06
12,9,0.31
12,9,0.3
12,9,0.236666667
12,9,0.283333333
10,27,0.136666667
12,18,0.203333333
10,9,0.103333333
12,9,0.433333333
12,9,0.143333333
12,9,0.24
12,9,0.12
12,9,0.326666667
12,18,0.02
12,9,0.146666667
12,9,0.07
12,9,0.16
12,9,0.29
12,9,0.186666667
12,18,0.33
16,9,0.003333333
16,18,0.013333333
16,81,0.343333333
16,72,0.216666667
16,81,0.106666667
16,27,0.173333333
16,27,0.023333333
18,54,0.103333333
12,9,0.2
16,27,0.07
16,36,0.1
12,18,0.2
12,9,0.223333333
12,9,0.08
10,9,0.06
10,9,0.136666667
10,9,0.096666667
10,9,0.11
10,9,0.13
10,9,0.14
10,9,0.12
10,9,0.093333333
10,9,0.123333333
10,9,0.09
10,27,0.293333333
10,9,0.296666667
16,63,0.083333333
12,9,0.456666667
16,18,0.046666667
16,36,0.04
10,9,0.11
16,36,0.486666667
16,45,0.18
10,27,0.176666667
10,18,0.12
6,9,0.36
6,9,0.13
10,9,0.273333333
10,18,0.203333333
2,9,0.033333333
12,9,0.213333333
12,9,0.236666667
10,9,0.156666667
12,27,0.236666667
12,9,0.066666667
12,36,0.133333333
12,9,0.136666667
12,18,0.23
10,9,0.486666667
12,9,0.073333333
12,9,0.263333333
12,9,0.153333333
12,18,0.28
6,9,0.433333333
6,9,0.216666667
2,18,0.113333333
4,9,0.273333333
6,9,0.16
6,9,0.166666667
12,9,0.233333333
10,18,0.166666667
10,18,0.16
10,9,0.156666667
12,9,0.166666667
12,18,0.173333333
10,9,0.133333333
12,9,0.103333333
12,18,0.226666667
10,45,0.176666667
10,18,0.156666667
12,18,0.24
10,9,0.18
10,18,0.23
10,9,0.096666667
10,9,0.113333333
10,18,0.166666667
10,9,0.396666667
10,9,0.25
6,9,0.186666667
10,9,0.073333333
10,9,0.13
2,9,0.026666667
6,9,0.283333333
6,9,0.066666667
10,9,0.063333333
10,9,0.556666667
6,9,0.256666667
10,9,0.1
10,18,0.206666667
10,9,0.096666667
10,9,0.07
10,18,0.163333333
10,9,0.14
10,9,0.05
10,9,0.23
10,18,0.106666667
16,9,0.363333333
12,9,0.246666667
12,18,0.256666667
12,9,0.366666667
16,9,0.14
6,9,0.323333333
6,9,0.206666667
10,18,0.243333333
10,9,0.056666667
12,9,0.363333333
10,9,0.23
16,9,0.223333333
12,18,0.3
12,9,0.51
12,9,0.24
10,9,0.11
10,9,0.043333333
6,9,0.11
10,9,0.386666667
12,9,0.143333333
10,9,0.036666667
14,9,0.083333333
14,18,0.183333333
14,9,0.086666667
12,9,0.09
12,9,0.343333333
12,9,0.423333333
12,9,0.21
12,9,0.253333333
12,9,0.06
12,9,0.243333333
12,9,0.283333333
6,225,0.333333333
12,9,0.096666667
12,9,0.2
6,9,0.25
10,18,0.403333333
14,9,0.096666667
8,9,0.06
12,27,0.16
12,9,0.276666667
12,9,0.136666667
12,18,0.153333333
12,9,0.133333333
12,9,0.203333333
12,9,0.3
12,9,0.16
12,18,0.273333333
12,27,0.203333333
6,9,0.076666667
6,9,0.283333333
6,9,0.283333333
10,18,0.213333333
6,9,0.606666667
10,9,0.446666667
10,18,0.186666667
10,9,0.11
6,9,0.413333333
10,9,0.273333333
10,18,0.17
10,9,0.38
6,9,0.1
10,9,0.073333333
12,27,0.103333333
16,9,0.11
16,27,0.18
16,9,0.2
12,18,0.116666667
12,9,0.11
12,27,0.126666667
12,9,0.216666667
16,27,0.213333333
16,9,0.14
16,27,0.153333333
16,36,0.15
16,9,0.21
12,18,0.143333333
16,9,0.273333333
12,18,0.183333333
2,9,0.33
12,18,0.093333333
12,9,0.236666667
12,18,0.223333333
12,9,0.223333333
6,9,0.056666667
10,9,0.133333333
16,9,0.283333333
10,9,0.146666667
10,9,0.046666667
2,9,0.14
6,9,0.083333333
10,9,0.23
10,9,0.176666667
6,9,0.19
10,54,0.22
6,18,0.38
10,27,0.19
10,9,0.3
10,45,0.213333333
10,9,0.203333333
10,36,0.173333333
6,9,0.226666667
10,9,0.216666667
6,18,0.06
6,9,0.096666667
16,18,0.063333333
16,18,0.19
16,45,0.043333333
12,9,0.676666667
10,9,0.17
10,18,0.176666667
10,63,0.183333333
6,18,0.106666667
6,9,0.23
10,9,0.1
10,9,0.263333333
12,9,0.253333333
16,54,0.036666667
12,18,0.18
16,63,0.026666667
16,9,0.37
16,27,0.013333333
16,45,0.22
12,18,0.19
12,9,0.14
16,45,0.1
16,18,0.063333333
10,9,0.136666667
10,9,0.246666667
16,9,0.003333333
16,54,0.026666667
16,63,0.033333333
2,9,0.38
2,9,0.256666667
10,9,0.3
8,9,0.133333333
8,9,0.366666667
2,9,0.376666667
12,18,0.176666667
12,18,0.156666667
12,18,0.2
12,27,0.206666667
12,9,0.36
10,9,0.1
10,9,0.016666667
10,9,0.093333333
6,18,0.15
10,9,0.156666667
6,18,0.153333333
10,27,0.07
10,9,0.18
10,18,0.146666667
2,9,0.21
12,9,0.06
6,36,0.106666667
6,9,0.083333333
10,9,0.07
6,9,0.046666667
10,9,0.13
6,27,0.166666667
6,9,0.05
6,9,0.316666667
6,9,0.026666667
10,9,0.07
16,27,0.103333333
16,72,0.16
6,9,0.18
16,63,0.11
16,45,0.006666667
16,27,0.036666667
10,9,0.113333333
12,18,0.14
12,9,0.043333333
12,9,0.09
12,9,0.16
12,9,0.14
12,9,0.106666667
12,9,0.156666667
12,18,0.123333333
12,9,0.13
12,9,0.236666667
10,9,0.09
10,9,0.303333333
10,9,0.013333333
12,9,0.15
16,45,0.11
16,18,0.186666667
16,45,0.083333333
6,9,0.14
18,18,0.023333333
16,27,0.066666667
16,9,0.053333333
18,63,0.046666667
14,9,0.026666667
18,18,0.14
16,27,0.116666667
10,9,0.076666667
10,45,0.1
12,9,0.106666667
12,9,0.15
12,18,0.246666667
12,9,0.22
12,9,0.233333333
12,9,0.083333333
12,9,0.206666667
12,9,0.143333333
10,9,0.146666667
16,9,0.023333333
6,9,0.076666667
12,9,0.163333333
10,9,0.23
2,9,0.183333333
12,9,0.23
12,9,0.08
12,9,0.16
12,9,0.093333333
12,126,0.193333333
12,90,0.123333333
12,81,0.146666667
12,9,0.306666667
12,9,0.113333333
12,90,0.133333333
12,63,0.123333333
12,63,0.1
12,99,0.163333333
12,153,0.146666667
12,99,0.126666667
12,126,0.14
12,180,0.156666667
12,36,0.11
12,108,0.143333333
12,126,0.146666667
12,27,0.096666667
10,36,0.173333333
12,81,0.186666667
12,72,0.106666667
12,45,0.16
6,54,0.17
10,18,0.143333333
12,90,0.17
12,171,0.18
12,135,0.166666667
12,99,0.13
12,45,0.15
12,108,0.2
12,108,0.133333333
10,135,0.12
12,162,0.116666667
12,9,0.203333333
12,153,0.16
12,90,0.176666667
12,153,0.143333333
8,9,0.166666667
10,9,0.32
6,9,0.436666667
6,9,0.586666667
2,9,0.16
12,9,0.373333333
12,189,0.196666667
12,54,0.116666667
12,54,0.076666667
12,81,0.18
6,45,0.186666667
12,63,0.143333333
12,63,0.15
12,36,0.123333333
12,54,0.136666667
10,153,0.153333333
6,18,0.166666667
12,54,0.126666667
12,81,0.156666667
12,54,0.206666667
12,144,0.14
12,81,0.13
12,99,0.173333333
12,117,0.12
12,9,0.16
12,18,0.25
12,9,0.356666667
6,9,0.31
12,9,0.09
10,9,0.113333333
6,9,0.12
6,9,0.5
6,9,0.053333333
10,9,0.29
12,9,0.266666667
10,9,0.243333333
10,9,0.023333333
10,9,0.146666667
14,9,0.243333333
14,18,0.213333333
14,18,0.27
8,9,0.306666667
14,18,0.296666667
14,27,0.383333333
12,27,0.3
12,9,0.403333333
10,9,0.223333333
6,9,0.186666667
12,18,0.393333333
12,63,0.5
12,27,0.113333333
12,9,0.106666667
12,9,0.873333333
12,18,0.206666667
10,9,0.07
12,27,0.303333333
12,45,0.306666667
12,36,0.496666667
16,18,0.473333333
10,9,0.326666667
10,9,0.23
12,18,0.33
12,9,0.18
8,36,0.366666667
14,9,0.24
14,45,0.18
10,18,0.18
14,18,0.21
8,27,0.316666667
14,18,0.156666667
10,45,0.153333333
10,18,0.073333333
14,9,0.24
14,27,0.226666667
14,9,0.096666667
14,18,0.146666667
6,9,0.026666667
14,18,0.076666667
14,9,0.196666667
10,27,0.086666667
14,9,0.476666667
14,9,0.066666667
14,9,0.226666667
14,18,0.066666667
14,9,0.136666667
6,9,0.203333333
12,45,0.43
12,9,0.59
12,18,0.256666667
16,9,0.596666667
12,36,0.793333333
12,18,0.363333333
12,9,0.276666667
10,9,0.146666667
12,18,0.296666667
10,9,0.553333333
16,9,0.483333333
10,9,0.153333333
10,36,0.333333333
6,9,0.24
6,9,0.133333333
6,9,0.173333333
6,9,0.22
6,27,0.153333333
10,9,0.183333333
10,9,0.253333333
6,9,0.273333333
10,9,0.22
10,18,0.133333333
10,9,0.336666667
10,9,0.166666667
10,9,0.19
10,9,0.2
10,9,0.3
6,9,0.206666667
10,9,0.126666667
10,9,0.156666667
10,9,0.24
10,9,0.15
12,18,0.146666667
16,9,0.11
10,18,0.206666667
10,9,0.19
10,18,0.116666667
16,27,0.236666667
12,9,0.126666667
10,9,0.28
10,9,0.13
12,9,0.196666667
12,27,0.143333333
12,9,0.266666667
10,9,0.183333333
10,9,0.13
10,9,0.056666667
6,9,0.1
6,18,0.21
16,63,0.096666667
16,45,0.023333333
18,9,0.003333333
16,99,0.076666667
16,126,0.05
18,9,0.006666667
18,27,0.13
16,18,0.066666667
14,18,0.04
16,45,0.083333333
16,9,0.05
16,9,0.236666667
16,81,0.066666667
6,9,0.113333333
16,99,0.083333333
6,18,0.143333333
10,9,0.07
6,9,0.176666667
12,9,0.113333333
12,9,0.063333333
12,18,0.233333333
12,9,0.186666667
12,9,0.15
6,18,0.213333333
6,9,0.06
6,9,0.066666667
8,9,0.063333333
8,18,0.056666667
6,9,0.223333333
12,27,0.18
12,9,0.053333333
12,18,0.18
12,18,0.243333333
12,27,0.233333333
12,9,0.216666667
12,9,0.103333333
12,9,0.193333333
12,9,0.193333333
12,18,0.133333333
12,9,0.143333333
12,9,0.226666667
12,9,0.32
12,9,0.243333333
12,27,0.223333333
12,9,0.173333333
10,9,0.206666667
6,9,0.21
10,18,0.09
12,9,0.18
6,18,0.263333333
6,9,0.1
12,9,0.14
6,9,0.236666667
2,9,0.15
10,9,0.57
6,18,0.173333333
12,9,0.23
6,9,0.066666667
10,18,0.273333333
14,27,0.326666667
10,18,0.313333333
6,9,0.276666667
6,9,0.45
6,9,0.173333333
16,9,0.266666667
10,9,0.113333333
12,9,0.116666667
12,9,0.16
10,9,0.056666667
10,9,0.153333333
12,9,0.106666667
16,27,0.176666667
16,27,0.153333333
12,18,0.13
12,18,0.26
10,9,0.386666667
14,9,0.39
10,9,0.19
10,18,0.476666667
10,9,0.196666667
10,18,0.08
10,9,0.616666667
10,18,0.296666667
10,9,0.286666667
10,9,0.303333333
10,9,0.136666667
12,18,0.146666667
12,9,0.043333333
12,9,0.2
12,18,0.326666667
12,9,0.16
12,9,0.166666667
12,1323,0.336666667
10,99,0.196666667
10,918,0.223333333
10,945,0.33
10,36,0.566666667
10,18,0.333333333
10,27,0.42
10,36,0.113333333
10,27,0.19
10,9,0.24
10,27,0.536666667
10,9,0.596666667
10,954,0.296666667
12,108,0.15
10,927,0.3
12,63,0.093333333
12,306,0.233333333
12,414,0.273333333
10,144,0.133333333
10,900,0.28
12,342,0.233333333
12,1224,0.386666667
12,468,0.213333333
12,1692,0.386666667
12,360,0.233333333
12,423,0.256666667
10,270,0.18
12,1107,0.343333333
12,90,0.143333333
10,477,0.2
10,162,0.123333333
12,45,0.083333333
12,1062,0.293333333
12,531,0.266666667
12,144,0.133333333
12,180,0.206666667
12,216,0.23
10,1080,0.31
10,216,0.176666667
12,396,0.233333333
10,1035,0.296666667
12,1404,0.343333333
12,72,0.106666667
12,1170,0.356666667
10,648,0.243333333
12,1116,0.33
10,423,0.216666667
10,1035,0.273333333
10,171,0.116666667
12,99,0.146666667
12,90,0.113333333
12,333,0.246666667
10,144,0.11
12,396,0.256666667
12,1260,0.343333333
10,783,0.283333333
12,1233,0.326666667
12,900,0.3
12,468,0.25
12,324,0.236666667
10,279,0.16
12,63,0.13
10,603,0.23
12,216,0.19
12,963,0.303333333
10,63,0.13
12,9,0.323333333
12,9,0.386666667
12,9,0.15
12,9,0.333333333
4,9,0.03
16,126,0.216666667
16,72,0.206666667
16,45,0.01
16,9,0.003333333
16,36,0.096666667
16,63,0.153333333
10,9,0.186666667
10,9,0.376666667
4,9,0.053333333
6,180,0.17
6,18,0.403333333
6,36,0.416666667
6,18,0.44
6,9,0.75
14,900,0.443333333
16,27,0.196666667
10,9,0.03
10,27,0.113333333
16,9,0.253333333
10,9,0.16
10,9,0.17
16,36,0.116666667
16,63,0.313333333
2,9,0.13
16,27,0.206666667
6,9,0.24
10,9,0.306666667
12,9,0.113333333
6,18,0.093333333
6,9,0.063333333
6,9,0.09
10,9,0.14
10,9,0.086666667
10,9,0.083333333
10,9,0.106666667
12,9,0.136666667
10,9,0.283333333
10,9,0.236666667
12,9,0.496666667
10,9,0.053333333
6,9,0.086666667
6,9,0.106666667
10,9,0.44
10,9,0.43
10,18,0.106666667
10,9,0.146666667
12,9,0.156666667
10,9,0.023333333
10,9,0.283333333
10,9,0.126666667
10,18,0.05
10,9,0.08
10,18,0.183333333
10,9,0.073333333
10,9,0.22
10,9,0.16
10,27,0.436666667
10,9,0.116666667
6,9,0.253333333
10,9,0.176666667
10,18,0.19
10,9,0.346666667
10,9,0.246666667
10,18,0.193333333
6,9,0.103333333
12,9,0.46
6,9,0.093333333
2,18,0.19
10,36,0.463333333
10,9,0.18
10,9,0.356666667
10,9,0.09
10,9,0.193333333
10,9,0.083333333
10,9,0.286666667
10,9,0.073333333
10,9,0.18
10,18,0.206666667
10,18,0.166666667
6,36,0.216666667
12,18,0.25
12,9,0.106666667
12,45,0.34
10,36,0.186666667
12,36,0.253333333
12,27,0.23
12,45,0.25
12,9,0.173333333
10,18,0.33
12,9,0.093333333
12,18,0.283333333
12,9,0.276666667
12,36,0.176666667
12,18,0.193333333
12,81,0.273333333
10,27,0.213333333
12,18,0.206666667
12,9,0.44
12,9,0.196666667
2,9,0.263333333
8,9,0.106666667
10,90,0.07
6,9,0.16
2,9,0.57
12,9,0.08
16,36,0.173333333
16,27,0.053333333
16,9,0.056666667
16,81,0.166666667
10,9,0.156666667
10,9,0.046666667
12,9,0.12
10,9,0.083333333
16,36,0.106666667
16,36,0.133333333
12,9,0.17
16,36,0.166666667
16,18,0.123333333
16,81,0.186666667
16,36,0.206666667
6,9,0.293333333
16,36,0.14
16,63,0.233333333
16,45,0.176666667
16,27,0.153333333
16,36,0.223333333
16,27,0.14
10,9,0.066666667
16,9,0.183333333
2,9,0.353333333
8,9,0.226666667
2,9,0.286666667
8,9,0.33
16,9,0.283333333
2,9,0.226666667
8,9,0.223333333
10,9,0.12
12,9,0.156666667
16,45,0.213333333
10,9,0.14
10,9,0.133333333
12,27,0.193333333
10,9,0.09
10,9,0.153333333
10,9,0.13
10,9,0.353333333
10,9,0.086666667
10,9,0.17
2,9,0.126666667
6,18,0.093333333
10,9,0.013333333
6,18,0.153333333
12,9,0.216666667
6,9,0.183333333
10,18,0.146666667
16,9,0.093333333
16,9,0.09
16,9,0.136666667
16,9,0.16
16,9,0.183333333
12,9,0.243333333
10,9,0.186666667
6,9,0.226666667
12,9,0.3
12,9,0.25
10,9,0.076666667
10,18,0.156666667
10,36,0.166666667
16,9,0.326666667
10,9,0.3
12,9,0.073333333
12,9,0.196666667
12,9,0.203333333
10,9,0.073333333
10,9,0.453333333
6,9,0.126666667
12,9,0.216666667
6,9,0.126666667
6,9,0.133333333
6,9,0.046666667
6,18,0.096666667
12,9,0.15
12,9,0.28
12,27,0.223333333
12,9,0.21
12,9,0.22
12,9,0.196666667
12,9,0.29
